Verkaufspreis,Verkaufsmonat,Wohnraum_qm,Keller_qm,Grundstueck_qm,Qualität_Baustoffe,Zustand_Immobilie,Baujahr,Heizungsart,Zentrale_Klimaanlage,Kamine
225000,6,683.8414634146342,213.41463414634148,4107.926829268293,7,5,1990,GasA,Y,1
89500,3,428.6585365853659,97.25609756097562,2414.634146341464,6,7,1920,GasA,Y,0
82500,3,262.5,262.5,3762.8048780487807,4,5,1940,GasA,Y,0
360000,11,592.6829268292684,578.048780487805,3773.7804878048782,9,5,2003,GasA,Y,3
165600,5,457.6219512195122,212.5,2342.987804878049,6,5,1993,GasA,Y,1
132000,5,296.3414634146342,296.3414634146342,2439.0243902439024,6,6,1948,GasA,Y,1
119900,5,340.8536585365854,241.76829268292684,2378.048780487805,5,7,1939,GasA,Y,1
375000,6,620.7317073170732,651.219512195122,65623.4756097561,7,5,1965,GasW,Y,2
178000,8,500.3048780487805,221.9512195121952,2926.829268292683,7,7,1925,GasA,Y,1
188500,7,436.5853658536586,218.2926829268293,2376.5243902439024,7,5,2004,GasA,Y,1
260000,8,717.3780487804878,257.6219512195122,3964.939024390244,7,7,1980,GasA,Y,1
270000,12,597.2560975609756,331.7073170731708,2743.9024390243903,8,5,2006,GasA,Y,1
260000,4,806.7073170731708,410.6707317073171,3018.292682926829,7,5,1993,GasA,Y,1
187500,6,448.7804878048781,418.2926829268293,4303.3536585365855,7,5,1980,GasA,Y,2
342643,9,791.4634146341464,380.7926829268293,4957.012195121952,9,5,2006,GasA,Y,0
354000,6,752.439024390244,346.3414634146342,3688.719512195122,8,5,2004,GasA,Y,1
301000,8,832.3170731707318,457.9268292682927,3164.634146341464,7,5,1986,GasA,Y,1
126175,7,354.57317073170736,354.26829268292687,1774.3902439024391,3,8,1955,GasA,Y,0
242000,6,907.9268292682927,216.46341463414635,3437.5,7,7,1967,GasA,Y,1
87000,12,244.81707317073173,219.51219512195124,1524.3902439024391,5,6,1941,GasA,N,0
324000,5,524.0853658536586,524.0853658536586,3306.707317073171,8,5,1993,GasA,Y,2
145250,4,421.6463414634147,421.6463414634147,3536.585365853659,6,5,1960,GasA,Y,0
214500,7,650.609756097561,257.3170731707317,3624.390243902439,6,6,1916,GasA,N,0
78000,7,363.4146341463415,181.7073170731708,1951.829268292683,5,5,1920,GasA,N,0
119000,11,526.829268292683,526.829268292683,3239.0243902439024,5,4,1964,GasA,Y,0
139000,8,321.9512195121952,321.9512195121952,2492.6829268292686,5,6,1958,GasA,Y,0
284000,10,496.6463414634147,977.439024390244,3248.4756097560976,8,5,2003,GasA,Y,1
207000,7,414.0243902439025,414.0243902439025,2499.390243902439,7,5,2004,GasA,Y,1
192000,7,499.3902439024391,287.5,2756.707317073171,6,5,1998,GasA,Y,2
228950,8,544.5121951219512,457.01219512195127,50201.21951219512,5,6,1965,GasA,Y,2
377426,7,585.9756097560976,585.9756097560976,4316.158536585366,9,5,2005,GasA,Y,1
214000,12,468.2926829268293,468.2926829268293,2785.060975609756,7,5,2002,GasA,Y,0
202500,5,494.2073170731708,368.2926829268293,4312.5,7,7,1984,GasA,Y,0
155000,6,370.4268292682927,370.4268292682927,3780.487804878049,6,7,1958,GasA,Y,0
202900,4,581.7073170731708,294.8170731707317,4326.524390243902,8,5,2002,GasA,Y,0
82000,9,256.4024390243903,219.81707317073173,2560.9756097560976,4,4,1950,GasA,Y,0
87500,5,317.07317073170736,0.0,2604.878048780488,3,4,1949,Wall,N,0
266000,7,513.4146341463415,513.4146341463415,2697.8658536585367,9,5,2005,GasA,Y,1
85000,4,339.0243902439025,163.41463414634148,790.2439024390244,5,3,1976,GasA,Y,0
140200,10,480.7926829268293,296.3414634146342,1961.8902439024391,6,5,1939,GasA,Y,1
151500,4,292.0731707317073,292.0731707317073,3893.9024390243903,6,8,1960,GasA,Y,0
157500,12,450.609756097561,450.609756097561,5365.8536585365855,6,5,1960,GasA,Y,2
154000,10,495.7317073170732,232.9268292682927,746.3414634146342,7,5,2003,GasA,Y,0
437154,4,831.7073170731708,563.4146341463415,6228.963414634147,9,5,2005,GasA,Y,2
318061,12,569.8170731707318,569.8170731707318,2384.146341463415,9,5,2007,GasA,Y,1
190000,12,442.9878048780488,442.9878048780488,1607.0121951219512,7,5,1986,GasA,Y,1
95000,3,338.719512195122,187.8048780487805,2769.512195121951,5,6,1941,GasA,N,0
105900,5,219.51219512195124,190.2439024390244,2597.560975609756,6,8,1928,GasA,Y,0
140000,6,486.2804878048781,286.5853658536586,2560.9756097560976,6,5,1940,GasA,Y,2
177500,8,365.8536585365854,365.8536585365854,3429.573170731708,6,5,1995,GasA,Y,0
173000,7,355.7926829268293,353.0487804878049,2819.512195121951,6,6,1992,GasA,Y,0
134000,8,348.1707317073171,348.1707317073171,1287.804878048781,5,5,1976,GasA,Y,1
130000,7,412.1951219512196,323.7804878048781,2112.8048780487807,5,4,1958,GasA,Y,0
280000,6,586.5853658536586,331.0975609756098,3661.890243902439,8,5,1998,GasA,Y,1
156000,6,278.0487804878049,270.7317073170732,2298.7804878048782,6,6,1978,GasA,Y,1
145000,7,458.8414634146342,269.2073170731708,2787.8048780487807,5,5,1940,GasA,Y,0
198500,7,585.9756097560976,0.0,2225.914634146341,7,5,2003,GasA,Y,1
118000,5,300.9146341463415,147.25609756097563,512.1951219512196,6,8,1972,GasA,Y,0
190000,7,479.8780487804879,242.6829268292683,5731.707317073171,6,5,1976,GasA,Y,1
147000,7,409.75609756097566,204.87804878048783,3259.146341463415,5,7,1920,GasA,Y,0
159000,7,425.0,425.0,2896.3414634146343,6,5,1963,GasA,Y,2
165000,12,436.2804878048781,335.0609756097561,2789.634146341464,6,5,1962,GasA,Y,1
132000,3,386.5853658536586,386.5853658536586,2378.048780487805,5,6,1954,GasA,Y,1
162000,3,392.3780487804878,324.0853658536586,2996.951219512195,5,7,1959,GasA,Y,1
172400,1,507.31707317073176,290.5487804878049,2475.914634146341,6,5,2000,GasA,Y,1
134432,7,484.1463414634147,0.0,5219.512195121952,4,4,1959,GasA,Y,1
125000,2,229.26829268292684,226.8292682926829,2187.5,6,5,1984,GasA,Y,0
123000,11,402.13414634146346,185.3658536585366,3242.073170731708,5,6,1953,GasA,Y,0
219500,7,587.8048780487806,258.2317073170732,2500.0,7,5,2003,GasA,Y,1
61000,3,275.609756097561,208.2317073170732,3054.878048780488,1,1,1922,GasA,N,0
148000,7,278.6585365853659,265.2439024390244,2696.951219512195,5,5,1996,GasA,Y,0
340000,12,751.829268292683,481.7073170731708,3397.256097560976,8,5,2004,GasA,Y,1
394432,6,565.8536585365854,565.8536585365854,3473.7804878048782,9,2,2010,GasA,Y,1
179000,6,548.7804878048781,299.39024390243907,2476.5243902439024,6,5,2000,GasA,Y,1
127000,5,515.548780487805,312.8048780487805,1524.3902439024391,5,6,1924,GasA,Y,1
187750,8,396.6463414634147,394.2073170731708,2195.1219512195125,7,5,2006,GasA,Y,1
213500,4,547.8658536585366,286.2804878048781,2818.59756097561,7,5,2006,GasA,Y,0
76000,10,239.02439024390245,239.02439024390245,2743.9024390243903,6,3,1928,GasA,N,0
240000,6,595.4268292682927,481.7073170731708,16191.158536585366,6,5,1992,GasA,Y,2
192000,4,386.8902439024391,382.9268292682927,970.1219512195122,8,5,2004,GasA,Y,1
81000,5,360.9756097560976,200.609756097561,2564.0243902439024,5,3,1910,GasA,Y,0
125000,10,342.9878048780488,317.3780487804878,2195.1219512195125,6,6,1976,GasA,Y,1
191000,7,450.9146341463415,447.5609756097561,2860.3658536585367,7,5,1999,GasA,Y,0
426000,8,710.9756097560976,512.8048780487806,3803.048780487805,10,5,2007,GasA,Y,1
119000,4,416.76829268292687,262.5,2562.5,5,8,1900,GasA,Y,0
215000,6,597.8658536585366,245.1219512195122,3722.256097560976,6,5,2001,GasA,Y,1
106500,7,268.9024390243903,0.0,2542.378048780488,5,7,1959,GasA,Y,0
100000,4,240.2439024390244,240.2439024390244,2270.1219512195125,4,5,1941,GasA,Y,2
109000,7,315.2439024390244,224.0853658536585,3089.634146341464,5,6,1940,GasA,Y,0
129000,6,348.7804878048781,348.7804878048781,2917.987804878049,5,6,1956,GasA,Y,0
123000,9,272.5609756097561,272.5609756097561,2195.1219512195125,5,5,1972,GasA,Y,0
169500,7,552.439024390244,263.4146341463415,2314.0243902439024,5,5,1962,GasA,Y,1
67000,11,328.3536585365854,292.9878048780488,2733.8414634146343,5,2,1920,GasA,Y,0
241000,10,472.5609756097561,332.9268292682927,2477.134146341464,7,5,2006,GasA,Y,0
245500,12,392.6829268292683,384.1463414634147,4561.89024390244,8,5,1996,GasA,Y,2
164990,7,399.3902439024391,399.3902439024391,2672.8658536585367,7,5,2005,GasA,Y,1
108000,8,204.87804878048783,204.87804878048783,3109.756097560976,5,8,1940,GasA,Y,0
258000,7,689.939024390244,347.8658536585366,3685.9756097560976,8,5,1998,GasA,Y,1
168000,5,479.26829268292687,245.7317073170732,3159.756097560976,6,5,1995,GasA,Y,1
150000,6,493.9024390243903,390.5487804878049,3046.0365853658536,4,4,1976,GasA,Y,1
115000,3,355.4878048780488,324.39024390243907,3195.1219512195125,6,5,1936,GasA,Y,0
177000,3,512.1951219512196,256.0975609756098,4748.780487804878,6,7,1915,GasA,Y,0
280000,8,662.1951219512196,324.0853658536586,4315.243902439025,7,5,2006,GasA,Y,1
339750,4,633.5365853658537,315.2439024390244,3292.6829268292686,8,5,2007,GasA,Y,1
60000,6,389.0243902439025,389.0243902439025,2917.987804878049,5,3,1958,GasA,Y,0
145000,1,321.9512195121952,321.9512195121952,10564.024390243903,5,5,1955,GasA,N,0
222000,6,450.609756097561,448.1707317073171,1342.378048780488,7,5,2009,GasA,Y,1
115000,3,313.4146341463415,307.3170731707317,2731.707317073171,5,6,1927,GasA,Y,1
228000,12,639.329268292683,329.26829268292687,3423.1707317073174,7,5,1993,GasA,Y,1
181134,8,408.5365853658537,408.5365853658537,2713.1097560975613,7,5,2007,GasA,Y,0
149500,3,426.82926829268297,204.87804878048783,2391.4634146341464,6,7,1978,GasA,Y,1
239000,11,800.0,417.6829268292683,6835.365853658537,6,6,1918,GasW,N,1
126000,4,345.7317073170732,230.4878048780488,2487.8048780487807,5,6,1940,GasA,N,0
142000,7,321.9512195121952,321.9512195121952,2576.219512195122,5,6,1968,GasA,Y,1
206300,11,409.75609756097566,409.75609756097566,2152.439024390244,7,5,1997,GasA,Y,0
215000,6,488.4146341463415,488.4146341463415,5071.646341463415,6,7,1977,GasA,Y,1
113000,2,301.219512195122,301.219512195122,6631.097560975611,5,5,1954,GasA,Y,0
315000,6,801.829268292683,448.1707317073171,2804.878048780488,8,5,1998,GasA,Y,1
139000,5,364.63414634146346,364.63414634146346,2743.9024390243903,6,5,1956,GasA,Y,1
135000,9,423.4756097560976,198.4756097560976,1029.878048780488,7,8,1946,GasA,Y,2
275000,8,501.219512195122,462.8048780487805,3902.439024390244,7,5,1989,GasA,Y,1
109008,7,276.5243902439025,276.5243902439025,2619.817073170732,4,6,1957,GasA,Y,0
195400,9,368.2926829268293,368.2926829268293,2061.5853658536585,7,5,2007,GasA,Y,0
175000,3,430.4878048780488,424.3902439024391,3492.987804878049,6,5,1988,GasA,Y,1
85400,7,300.9146341463415,147.25609756097563,512.1951219512196,6,5,1971,GasA,Y,0
79900,9,365.2439024390244,274.6951219512195,1703.048780487805,6,7,1920,GasA,Y,0
122500,8,416.1585365853659,233.2317073170732,585.3658536585366,5,5,1971,GasA,Y,0
181000,7,489.0243902439025,282.3170731707317,3304.573170731708,6,5,1997,GasA,Y,1
81000,6,192.0731707317073,192.0731707317073,576.219512195122,4,7,1972,GasA,Y,0
212000,4,506.4024390243903,243.59756097560967,3252.134146341464,7,6,1996,GasA,Y,1
116000,10,340.8536585365854,197.5609756097561,1341.4634146341464,6,8,1920,GasA,Y,0
119000,1,275.609756097561,269.5121951219512,1829.268292682927,6,7,1926,GasA,Y,0
90350,3,211.5853658536585,134.14634146341464,1304.878048780488,5,6,1913,GasA,N,1
110000,8,364.63414634146346,208.53658536585368,3766.4634146341455,6,8,1920,GasA,Y,0
555000,4,732.3170731707318,943.2926829268292,4704.573170731707,10,5,2008,GasA,Y,2
118000,9,439.0243902439025,439.0243902439025,3691.4634146341455,4,4,1955,GasA,N,0
162900,6,479.57317073170736,328.6585365853659,1902.439024390244,5,7,1930,GasA,Y,1
172500,6,383.5365853658537,383.5365853658537,1195.7317073170732,7,5,2006,GasA,Y,1
210000,7,581.7073170731708,278.9634146341464,2667.6829268292686,7,5,1994,GasA,Y,1
127500,11,514.939024390244,437.8048780487805,3004.573170731708,6,5,1956,GasA,Y,1
190000,6,575.609756097561,462.5,5028.048780487805,6,6,1966,GasA,Y,1
199900,7,575.0,283.5365853658537,3418.9024390243903,7,5,1998,GasA,Y,1
119500,6,419.51219512195127,237.8048780487805,2621.951219512195,6,6,1937,GasA,Y,1
120000,6,360.6707317073171,197.8658536585366,1829.268292682927,3,7,1948,GasA,Y,0
110000,6,247.8658536585366,247.8658536585366,1732.9268292682927,6,8,1930,GasA,Y,0
280000,12,467.3780487804879,467.3780487804879,21573.4756097561,7,5,1975,GasA,Y,2
204000,7,535.3658536585366,265.8536585365854,2836.2804878048782,6,5,1996,GasA,Y,0
210000,6,484.75609756097566,234.14634146341464,2743.9024390243903,8,5,2008,GasA,Y,0
188000,7,526.829268292683,526.829268292683,2834.451219512195,5,5,1976,GasA,Y,0
175500,9,378.6585365853659,378.6585365853659,2926.829268292683,7,6,1973,GasA,Y,1
98000,5,409.75609756097566,190.2439024390244,1393.59756097561,5,5,1916,GasA,N,0
256000,3,507.01219512195127,415.8536585365854,16227.743902439026,4,6,1954,GasA,Y,2
161000,6,507.9268292682927,179.26829268292684,1554.878048780488,8,7,1925,GasA,Y,1
110000,7,366.76829268292687,216.15853658536588,2138.719512195122,5,4,1950,GasA,Y,1
263435,12,589.939024390244,253.65853658536588,2440.2439024390246,8,5,2009,GasA,Y,0
155000,4,346.0365853658537,170.7317073170732,2195.1219512195125,7,9,1936,GasA,Y,0
62383,12,263.4146341463415,263.4146341463415,2524.69512195122,5,5,1965,GasA,Y,1
188700,8,506.0975609756098,217.9878048780488,3654.878048780488,6,7,1934,GasA,Y,1
124000,8,317.07317073170736,317.07317073170736,2570.1219512195125,5,5,1978,GasA,Y,0
178740,5,431.0975609756098,419.2073170731708,936.5853658536586,7,5,2004,GasA,Y,1
167000,4,389.32926829268297,389.32926829268297,3240.2439024390246,7,5,1970,GasA,Y,1
146500,6,501.219512195122,221.9512195121952,2890.2439024390246,5,7,1942,GasA,Y,2
250000,5,498.1707317073171,495.7317073170732,3484.146341463415,8,5,2006,GasA,Y,1
187000,6,521.3414634146342,253.65853658536588,2832.6219512195125,6,5,1993,GasA,Y,0
212000,6,457.9268292682927,453.6585365853659,2079.268292682927,8,5,1985,GasA,Y,0
190000,11,600.3048780487806,246.3414634146341,3643.9024390243903,7,6,1977,GasA,Y,1
148000,6,326.82926829268297,166.76829268292684,1120.4268292682927,6,5,2005,GasA,Y,0
440000,7,602.439024390244,602.439024390244,4566.158536585366,8,5,2006,GasA,Y,1
251000,8,503.6585365853659,455.4878048780488,1625.0,8,5,2000,GasA,Y,0
132500,7,295.7317073170732,295.7317073170732,2585.3658536585367,5,6,1963,GasA,Y,0
208900,4,455.1829268292683,450.609756097561,4001.524390243903,6,5,1997,GasA,Y,1
380000,3,805.7926829268293,656.4024390243903,4174.695121951219,9,5,2006,GasA,Y,1
297000,9,523.7804878048781,519.8170731707318,3242.987804878049,8,5,2007,GasA,Y,1
89471,3,344.8170731707317,276.5243902439025,1806.4024390243903,4,7,1937,GasA,Y,0
326000,3,564.0243902439024,558.8414634146342,4888.109756097561,9,5,2004,GasA,Y,1
374000,8,546.3414634146342,546.3414634146342,3611.585365853659,9,5,2003,GasA,Y,1
155000,6,556.7073170731708,277.4390243902439,762.1951219512196,7,8,1915,GasA,Y,1
164000,5,370.7317073170732,370.7317073170732,1371.9512195121952,6,5,1998,GasA,Y,0
132500,3,304.5731707317073,304.5731707317073,2365.2439024390246,5,7,1962,GasA,Y,0
147000,7,339.32926829268297,339.32926829268297,2926.829268292683,5,7,1950,GasA,Y,1
156000,6,327.1341463414634,327.1341463414634,3136.890243902439,5,7,1965,GasA,Y,0
175000,2,452.4390243902439,452.4390243902439,3732.621951219513,5,6,1971,GasA,Y,1
160000,5,735.9756097560976,290.8536585365854,3292.6829268292686,5,4,1900,GasA,N,1
86000,5,192.0731707317073,192.0731707317073,465.2439024390244,4,8,1970,GasA,Y,0
115000,6,397.5609756097561,80.48780487804879,812.5,5,6,1976,GasA,Y,1
133000,8,481.0975609756098,245.7317073170732,2893.292682926829,6,7,1941,GasA,Y,2
172785,5,443.9024390243903,221.9512195121952,4749.39024390244,6,5,2006,GasA,Y,0
155000,6,386.8902439024391,386.8902439024391,2417.987804878049,5,6,1960,GasA,Y,1
91300,12,270.1219512195122,57.926829268292686,1763.4146341463415,5,8,1938,GasA,Y,0
34900,11,219.51219512195124,219.51219512195124,2402.134146341464,4,5,1920,GasA,N,0
430000,5,984.1463414634148,975.609756097561,3869.512195121952,8,5,1992,GasA,Y,1
184000,6,554.8780487804878,312.8048780487805,2780.487804878049,7,6,1925,GasA,Y,0
130000,6,274.0853658536586,263.4146341463415,2378.048780487805,5,7,1967,GasA,Y,0
120000,6,278.0487804878049,278.0487804878049,2297.256097560976,5,7,1958,GasA,Y,0
113000,5,371.3414634146342,204.87804878048783,576.219512195122,6,5,1973,GasA,Y,0
226700,2,539.0243902439024,264.0243902439025,2988.719512195122,7,5,2005,GasA,Y,0
140000,4,370.1219512195122,370.1219512195122,2795.7317073170734,5,7,1965,GasA,Y,0
289000,3,549.0853658536586,457.6219512195122,4756.707317073171,7,8,1959,GasA,Y,2
147000,6,403.0487804878049,260.6707317073171,703.6585365853659,6,5,1974,GasA,Y,1
124500,7,597.5609756097562,292.6829268292683,2315.853658536585,5,5,1952,GasA,Y,0
215000,9,582.6219512195122,236.89024390243904,2912.8048780487807,8,5,1993,GasA,Y,1
208300,9,371.3414634146342,371.3414634146342,2396.951219512195,6,5,2009,GasA,Y,0
161000,10,420.1219512195122,210.0609756097561,2926.829268292683,7,9,1928,GasA,Y,1
124500,7,317.3780487804878,317.3780487804878,2926.829268292683,5,6,1959,GasA,Y,0
164900,6,415.5487804878049,307.3170731707317,4438.719512195123,5,7,1951,GasA,Y,2
202665,3,417.07317073170736,417.07317073170736,2070.7317073170734,7,5,2005,GasA,Y,1
129900,7,263.4146341463415,263.4146341463415,2774.390243902439,5,5,1958,GasA,Y,0
134000,6,329.26829268292687,330.4878048780488,2800.914634146341,6,5,1983,GasA,Y,0
96500,6,240.5487804878049,234.14634146341464,3229.878048780488,5,5,1926,Grav,N,0
402861,9,615.8536585365854,611.5853658536586,3725.609756097561,10,5,2009,GasA,Y,1
158000,8,646.0365853658537,210.0609756097561,3185.3658536585367,6,6,1972,GasA,Y,1
265000,7,714.6341463414634,385.3658536585366,3112.19512195122,7,5,1996,GasA,Y,1
211000,5,547.5609756097562,242.0731707317073,2905.792682926829,6,5,1998,GasA,Y,0
234000,6,634.1463414634147,389.0243902439025,3328.658536585366,7,9,1926,GasA,Y,2
106250,8,394.51219512195127,0.0,3292.6829268292686,4,7,1900,GasA,N,0
150000,5,379.26829268292687,379.26829268292687,3654.878048780488,6,6,1957,GasA,Y,2
159000,10,507.31707317073176,306.0975609756098,1524.3902439024391,6,7,1947,GasA,Y,2
184750,10,1425.609756097561,956.7073170731708,12223.78048780488,10,5,2007,GasA,Y,1
315750,8,731.0975609756098,420.4268292682927,3593.59756097561,7,5,1996,GasA,Y,1
176000,4,385.9756097560976,383.2317073170732,2286.5853658536585,7,5,2005,GasA,Y,1
132000,6,282.9268292682927,282.9268292682927,4054.878048780488,5,7,1956,GasA,Y,0
446261,11,827.1341463414635,442.6829268292683,4557.317073170732,9,5,2008,GasA,Y,1
86000,7,184.4512195121952,160.97560975609758,2773.7804878048782,4,7,1920,GasA,Y,0
200624,3,766.7682926829269,620.4268292682927,9959.756097560976,6,3,1957,GasA,Y,2
175000,8,460.0609756097561,445.4268292682927,3109.756097560976,6,5,1988,GasA,Y,1
128000,6,415.2439024390244,186.28048780487805,1876.5243902439024,6,8,1920,GasA,Y,0
107500,4,252.13414634146343,0.0,2195.1219512195125,5,7,1955,GasA,Y,1
39300,1,101.82926829268294,0.0,1524.3902439024391,1,3,1946,GasA,N,0
178000,10,431.0975609756098,215.5487804878049,2760.9756097560976,8,5,2004,GasA,Y,1
107500,1,410.6707317073171,340.5487804878049,2134.146341463415,5,7,1910,GasA,Y,0
188000,7,525.609756097561,268.2926829268293,2720.7317073170734,7,5,1998,GasA,Y,0
111250,4,263.4146341463415,263.4146341463415,3882.621951219513,4,5,1972,GasA,Y,0
158000,7,353.3536585365854,320.4268292682927,3522.256097560976,5,5,1968,GasA,Y,1
272000,5,488.109756097561,482.01219512195127,3482.6219512195125,8,5,2001,GasA,Y,1
315000,3,560.3658536585366,560.3658536585366,4451.524390243902,9,5,2006,GasA,Y,1
248000,6,696.6463414634147,295.4268292682927,3353.658536585366,8,5,2000,GasA,Y,1
213250,6,512.1951219512196,503.0487804878049,3091.4634146341464,7,5,1998,GasA,Y,1
133000,6,233.8414634146341,220.4268292682927,1237.1951219512196,7,5,1998,GasA,Y,0
179665,9,456.0975609756098,199.39024390243904,5214.634146341464,7,5,2006,GasA,Y,1
229000,2,665.548780487805,367.07317073170736,4218.59756097561,7,5,1988,GasA,Y,0
210000,5,498.4756097560976,324.6951219512195,2663.719512195122,6,7,1923,GasA,Y,1
129500,4,234.14634146341464,234.14634146341464,2208.5365853658536,5,7,1970,GasA,Y,0
125000,6,251.52439024390245,251.52439024390245,2510.6707317073174,5,7,1955,GasA,Y,0
263000,11,638.4146341463415,278.0487804878049,2858.2317073170734,7,5,2003,GasA,Y,1
140000,10,325.9146341463415,325.9146341463415,1232.6219512195123,6,6,1977,GasA,Y,0
112500,6,282.9268292682927,282.9268292682927,1829.268292682927,5,6,1957,GasA,Y,0
255500,7,523.4756097560976,521.0365853658537,3398.1707317073174,8,5,2006,GasA,Y,1
108000,5,343.2926829268293,0.0,2675.914634146341,4,5,1949,GasA,Y,0
284000,8,623.7804878048781,304.26829268292687,3239.329268292683,7,5,2003,GasA,Y,1
113000,8,319.51219512195127,302.7439024390244,1945.1219512195123,5,6,1922,GasA,Y,1
141000,5,332.9268292682927,332.9268292682927,4527.439024390244,5,5,1957,GasA,Y,1
108000,9,407.31707317073176,194.2073170731708,3365.853658536585,4,6,1920,GasA,Y,0
175000,8,440.8536585365854,222.25609756097563,6668.29268292683,7,5,1996,GasA,Y,1
234000,10,474.6951219512196,418.9024390243903,974.3902439024392,7,5,2003,GasA,Y,1
121500,5,424.3902439024391,424.3902439024391,3457.6219512195125,5,6,1957,GasA,Y,1
170000,4,423.4756097560976,423.4756097560976,3051.829268292683,5,5,1974,GasA,Y,1
108000,7,303.6585365853659,303.6585365853659,4239.939024390244,5,6,1940,GasA,Y,1
185000,7,510.3658536585366,354.57317073170736,6640.243902439025,6,7,1918,GasA,Y,1
268000,7,699.6951219512196,333.8414634146342,4068.9024390243903,7,5,1992,GasA,Y,1
128000,5,502.13414634146346,245.7317073170732,2090.853658536585,6,4,1915,GasA,N,0
325000,6,763.4146341463415,342.07317073170736,3414.0243902439024,9,5,2005,GasA,Y,1
214000,3,467.9878048780488,462.5,3100.914634146341,7,5,2004,GasA,Y,0
316600,9,650.0,456.0975609756098,3758.2317073170734,8,8,1983,GasA,Y,1
135960,12,287.5,287.5,2143.9024390243903,5,5,1979,GasA,Y,2
142600,11,526.829268292683,526.829268292683,3994.207317073171,5,5,1965,GasA,Y,0
120000,10,263.4146341463415,263.4146341463415,2235.3658536585367,6,6,1959,GasA,Y,0
224500,7,515.8536585365854,257.9268292682927,4011.890243902439,7,5,2009,GasA,Y,0
170000,12,435.9756097560976,117.07317073170732,3038.719512195122,7,5,2000,GasA,Y,1
139000,12,338.109756097561,113.41463414634148,3201.219512195122,5,7,1971,GasA,Y,0
118500,10,370.7317073170732,253.65853658536588,2585.3658536585367,5,5,1947,GasA,Y,0
145000,8,450.3048780487805,262.5,1918.2926829268288,7,7,1928,GasA,Y,1
164500,5,402.4390243902439,354.8780487804878,3590.5487804878053,5,6,1966,GasA,Y,2
146000,2,424.3902439024391,210.0609756097561,1098.780487804878,7,5,2007,GasA,Y,0
131500,11,547.2560975609756,320.1219512195122,3704.268292682927,5,5,1954,GasA,N,0
181900,6,435.6707317073171,348.7804878048781,4446.646341463415,6,6,1960,GasA,Y,2
253293,8,622.5609756097562,622.5609756097562,3873.170731707317,8,5,2008,GasA,Y,1
118500,5,248.78048780487805,248.78048780487805,3610.060975609757,6,5,1990,GasA,Y,0
325000,7,846.0365853658537,377.13414634146346,4115.8536585365855,10,9,1893,GasA,Y,1
133000,7,479.57317073170736,269.5121951219512,1865.8536585365853,4,7,1935,GasA,Y,0
369900,3,618.2926829268293,569.5121951219512,3488.719512195122,8,5,2005,GasA,Y,2
130000,5,255.4878048780488,248.78048780487805,3130.1829268292686,6,7,1918,GasA,Y,0
137000,7,262.1951219512195,256.0975609756098,2664.634146341464,5,6,1982,GasA,Y,0
143000,6,449.0853658536586,438.109756097561,7650.914634146342,5,8,1968,GasA,Y,2
79500,8,237.5,226.21951219512195,2774.390243902439,5,6,1930,GasA,Y,0
185900,9,482.31707317073176,234.75609756097563,2536.585365853659,7,5,2004,GasA,Y,0
451950,6,700.0,525.0,4109.146341463415,10,5,2008,GasA,Y,1
138000,6,248.78048780487805,248.78048780487805,2012.19512195122,5,8,1982,GasA,Y,0
140000,5,258.5365853658537,258.5365853658537,1352.1341463414635,6,5,2003,GasA,Y,0
110000,4,281.7073170731708,281.7073170731708,2435.9756097560976,5,6,1975,GasA,Y,0
319000,8,556.7073170731708,553.048780487805,3445.7317073170734,8,5,2005,GasA,Y,1
114504,10,417.07317073170736,208.53658536585368,1097.5609756097565,6,7,1910,GasA,N,0
194201,2,427.4390243902439,383.5365853658537,1195.7317073170732,7,5,2006,GasA,Y,1
217500,3,502.13414634146346,435.9756097560976,3958.536585365854,5,6,1977,GasA,Y,1
151000,7,474.3902439024391,218.2926829268293,594.5121951219512,6,6,1980,GasA,Y,1
275000,6,580.4878048780488,322.5609756097561,3331.4024390243903,8,5,2005,GasA,Y,1
141000,12,419.2073170731708,237.8048780487805,2743.9024390243903,6,6,1937,GasA,Y,1
220000,2,583.8414634146342,276.82926829268297,3061.2804878048782,8,5,1992,GasA,Y,1
151000,6,365.8536585365854,182.9268292682927,970.1219512195122,7,5,2004,GasA,Y,0
221000,9,455.4878048780488,455.4878048780488,3903.3536585365855,7,5,2002,GasA,Y,1
205000,10,605.4878048780488,234.14634146341464,4146.341463414635,7,6,1965,GasA,Y,3
152000,11,317.07317073170736,317.07317073170736,3800.0,5,5,1996,GasA,Y,0
225000,8,612.1951219512196,273.1707317073171,2378.048780487805,5,8,1948,GasA,Y,0
359100,9,973.780487804878,294.2073170731708,3709.756097560976,8,6,1934,GasA,Y,2
118500,4,313.719512195122,313.719512195122,2421.646341463415,4,5,1961,GasA,Y,0
313000,5,656.4024390243903,439.0243902439025,3368.9024390243903,9,5,2000,GasA,Y,2
148000,7,314.6341463414634,314.6341463414634,3169.207317073171,6,6,1978,GasA,Y,1
261500,11,570.7317073170732,396.0365853658537,3623.4756097560976,8,5,2001,GasA,Y,1
147000,12,341.4634146341464,341.4634146341464,2561.585365853659,5,5,2007,GasA,Y,0
75500,5,192.0731707317073,192.0731707317073,454.57317073170736,4,6,1972,GasA,Y,0
137500,5,321.3414634146342,285.3658536585366,2682.9268292682927,6,7,1963,GasA,Y,0
